id,date,category,price,category_name,total_price_per_category_per_day_last_30_days
1276836,2021-11-27,0,61.0,food,5440.0
1290834,2021-11-27,1,5.0,food,5445.0
1300423,2021-11-27,5,65.0,food,5510.0
1304806,2021-11-27,5,56.0,food,5566.0
1357470,2021-11-27,4,69.0,food,5635.0
1358837,2021-11-27,4,3.0,food,5638.0
1359977,2021-11-27,4,42.0,food,5680.0
1362313,2021-11-27,3,54.0,food,5734.0
1397202,2021-11-27,5,92.0,food,5826.0
1403772,2021-11-27,5,41.0,food,5867.0
1407762,2021-11-27,4,24.0,food,5891.0
1420655,2021-11-27,2,48.0,food,5939.0
1427595,2021-11-27,5,30.0,food,5969.0
1436701,2021-11-27,0,14.0,food,5983.0
1437292,2021-11-27,1,67.0,food,6050.0
1439647,2021-11-27,4,65.0,food,6115.0
1444592,2021-11-27,2,31.0,food,6146.0
1456389,2021-11-27,5,67.0,food,6213.0
1468740,2021-11-27,5,52.0,food,6265.0
1471000,2021-11-27,3,98.0,food,6363.0
1479387,2021-11-27,2,15.0,food,6378.0
1512057,2021-11-27,0,40.0,food,6418.0
1528714,2021-11-27,5,12.0,food,6430.0
1548552,2021-11-27,1,77.0,food,6507.0
1566811,2021-11-27,4,35.0,food,6542.0
1589002,2021-11-27,0,39.0,food,6581.0
1589079,2021-11-27,1,23.0,food,6604.0
1603966,2021-11-27,2,53.0,food,6657.0
1610212,2021-11-27,0,89.0,food,6746.0
1620652,2021-11-27,0,34.0,food,6780.0
1630606,2021-11-27,4,28.0,food,6808.0
1632459,2021-11-27,4,70.0,food,6878.0
1659195,2021-11-27,3,29.0,food,6907.0
1665590,2021-11-27,2,91.0,food,6998.0
1667658,2021-11-27,0,28.0,food,7026.0
1676720,2021-11-27,0,52.0,food,7078.0
1691473,2021-11-27,0,73.0,food,7151.0
1692232,2021-11-27,0,37.0,food,7188.0
1697512,2021-11-27,2,34.0,food,7222.0
1701995,2021-11-27,1,3.0,food,7225.0
1709845,2021-11-27,0,33.0,food,7258.0
1711170,2021-11-27,5,82.0,food,7340.0
1757930,2021-11-27,5,23.0,food,7363.0
1768592,2021-11-27,1,43.0,food,7406.0
1776654,2021-11-27,1,27.0,food,7433.0
1791930,2021-11-27,5,48.0,food,7481.0
1796625,2021-11-27,2,87.0,food,7568.0
1821235,2021-11-27,3,40.0,food,7608.0
1823006,2021-11-27,5,42.0,food,7650.0
1840603,2021-11-27,2,53.0,food,7703.0
1849118,2021-11-27,3,36.0,food,7739.0
1853622,2021-11-27,1,94.0,food,7833.0
1881928,2021-11-27,0,62.0,food,7895.0
1888508,2021-11-27,0,5.0,food,7900.0
1905354,2021-11-27,3,59.0,food,7959.0
1907431,2021-11-27,3,83.0,food,8042.0
1909518,2021-11-27,3,66.0,food,8108.0
1912558,2021-11-27,2,93.0,food,8201.0
1928099,2021-11-27,1,24.0,food,8225.0
1929873,2021-11-27,1,23.0,food,8248.0
1932076,2021-11-27,5,62.0,food,8310.0
1937930,2021-11-27,0,94.0,food,8404.0
1947713,2021-11-27,1,91.0,food,8495.0
1952450,2021-11-27,2,19.0,food,8514.0
1963292,2021-11-27,1,17.0,food,8531.0
1984275,2021-11-27,5,14.0,food,8545.0
1989965,2021-11-27,1,67.0,food,8612.0
1992328,2021-11-27,4,43.0,food,8655.0
2018581,2021-11-27,3,7.0,food,8662.0
2031309,2021-11-27,1,32.0,food,8694.0
2045582,2021-11-27,1,99.0,food,8793.0
2059313,2021-11-27,4,78.0,food,8871.0
2073140,2021-11-27,0,63.0,food,8934.0
2091867,2021-11-27,1,74.0,food,9008.0
2093953,2021-11-27,3,90.0,food,9098.0
2094837,2021-11-27,0,15.0,food,9113.0
2102659,2021-11-27,4,34.0,food,9147.0
2131449,2021-11-27,1,77.0,food,9224.0
2134501,2021-11-27,3,12.0,food,9236.0
2151991,2021-11-27,1,95.0,food,9331.0
2163503,2021-11-27,4,33.0,food,9364.0
2207842,2021-11-27,5,59.0,food,9423.0
2215198,2021-11-27,0,7.0,food,9430.0
2226283,2021-11-27,5,51.0,food,9481.0
2239844,2021-11-27,5,13.0,food,9494.0
2248217,2021-11-27,3,42.0,food,9536.0
2249744,2021-11-27,5,45.0,food,9581.0
2250757,2021-11-27,1,40.0,food,9621.0
2253306,2021-11-27,0,45.0,food,9666.0
2255649,2021-11-27,0,3.0,food,9669.0
2265014,2021-11-27,1,88.0,food,9757.0
2265046,2021-11-27,1,68.0,food,9825.0
2269469,2021-11-27,2,19.0,food,9844.0
2273706,2021-11-27,3,28.0,food,9872.0
2299003,2021-11-27,3,12.0,food,9884.0
2304040,2021-11-27,1,16.0,food,9900.0
2319976,2021-11-27,4,77.0,food,9977.0
2326502,2021-11-27,1,53.0,food,10030.0
2337935,2021-11-27,0,20.0,food,10050.0
2339510,2021-11-27,2,72.0,food,10122.0
2343543,2021-11-27,4,54.0,food,10176.0
2351489,2021-11-27,1,38.0,food,10214.0
2386791,2021-11-27,5,94.0,food,10308.0
2413968,2021-11-27,5,74.0,food,10382.0
2432125,2021-11-27,5,64.0,food,10446.0
2448200,2021-11-27,3,20.0,food,10466.0
2448972,2021-11-27,2,55.0,food,10521.0
2465211,2021-11-27,4,4.0,food,10525.0
2468561,2021-11-27,3,42.0,food,10567.0
2473758,2021-11-27,4,70.0,food,10637.0
6325,2021-11-28,1,30.0,food,10667.0
10923,2021-11-28,5,81.0,food,10748.0
22882,2021-11-28,4,85.0,food,10833.0
29649,2021-11-28,3,28.0,food,10861.0
34481,2021-11-28,1,91.0,food,10952.0
56635,2021-11-28,3,6.0,food,10958.0
81503,2021-11-28,5,28.0,food,10986.0
87006,2021-11-28,2,21.0,food,11007.0
106323,2021-11-28,2,72.0,food,11079.0
115602,2021-11-28,2,94.0,food,11173.0
127839,2021-11-28,2,10.0,food,11183.0
129483,2021-11-28,1,38.0,food,11221.0
136619,2021-11-28,4,6.0,food,11227.0
140555,2021-11-28,1,11.0,food,11238.0
143465,2021-11-28,1,5.0,food,11243.0
147253,2021-11-28,3,33.0,food,11276.0
152418,2021-11-28,1,33.0,food,11309.0
170566,2021-11-28,3,5.0,food,11314.0
179748,2021-11-28,0,19.0,food,11333.0
185796,2021-11-28,4,27.0,food,11360.0
185964,2021-11-28,1,19.0,food,11379.0
189591,2021-11-28,3,4.0,food,11383.0
210839,2021-11-28,2,66.0,food,11449.0
229966,2021-11-28,3,76.0,food,11525.0
236510,2021-11-28,2,67.0,food,11592.0
237450,2021-11-28,4,83.0,food,11675.0
242511,2021-11-28,3,18.0,food,11693.0
243686,2021-11-28,4,7.0,food,11700.0
256840,2021-11-28,2,18.0,food,11718.0
260021,2021-11-28,1,35.0,food,11753.0
289059,2021-11-28,2,83.0,food,11836.0
296483,2021-11-28,0,16.0,food,11852.0
321114,2021-11-28,4,20.0,food,11872.0
330571,2021-11-28,3,35.0,food,11907.0
355029,2021-11-28,3,40.0,food,11947.0
384968,2021-11-28,2,95.0,food,12042.0
394500,2021-11-28,3,20.0,food,12062.0
407553,2021-11-28,1,61.0,food,12123.0
464154,2021-11-28,0,50.0,food,12173.0
476288,2021-11-28,5,56.0,food,12229.0
478217,2021-11-28,3,12.0,food,12241.0
496336,2021-11-28,1,55.0,food,12296.0
522032,2021-11-28,0,62.0,food,12358.0
523609,2021-11-28,5,47.0,food,12405.0
526612,2021-11-28,1,92.0,food,12497.0
528108,2021-11-28,1,83.0,food,12580.0
529437,2021-11-28,5,91.0,food,12671.0
536682,2021-11-28,4,51.0,food,12722.0
551816,2021-11-28,0,48.0,food,12770.0
574091,2021-11-28,0,93.0,food,12863.0
597842,2021-11-28,5,88.0,food,12951.0
602702,2021-11-28,2,96.0,food,13047.0
603675,2021-11-28,5,22.0,food,13069.0
606435,2021-11-28,0,79.0,food,13148.0
616725,2021-11-28,1,96.0,food,13244.0
625870,2021-11-28,4,15.0,food,13259.0
641672,2021-11-28,2,98.0,food,13357.0
643607,2021-11-28,0,4.0,food,13361.0
644119,2021-11-28,3,61.0,food,13422.0
657603,2021-11-28,4,90.0,food,13512.0
680115,2021-11-28,3,33.0,food,13545.0
687343,2021-11-28,0,72.0,food,13617.0
691081,2021-11-28,0,32.0,food,13649.0
710022,2021-11-28,2,63.0,food,13712.0
718657,2021-11-28,1,32.0,food,13744.0
726366,2021-11-28,3,59.0,food,13803.0
729894,2021-11-28,0,77.0,food,13880.0
729990,2021-11-28,3,52.0,food,13932.0
730906,2021-11-28,1,66.0,food,13998.0
779407,2021-11-28,2,52.0,food,14050.0
805874,2021-11-28,2,85.0,food,14135.0
805958,2021-11-28,3,16.0,food,14151.0
813179,2021-11-28,0,6.0,food,14157.0
816143,2021-11-28,0,16.0,food,14173.0
820435,2021-11-28,2,53.0,food,14226.0
823829,2021-11-28,3,75.0,food,14301.0
828336,2021-11-28,0,47.0,food,14348.0
831531,2021-11-28,5,5.0,food,14353.0
848546,2021-11-28,3,68.0,food,14421.0
856187,2021-11-28,5,41.0,food,14462.0
882129,2021-11-28,1,31.0,food,14493.0
929204,2021-11-28,2,0.0,food,14493.0
943485,2021-11-28,1,61.0,food,14554.0
955664,2021-11-28,1,53.0,food,14607.0
1014386,2021-11-28,1,81.0,food,14688.0
1022649,2021-11-28,0,44.0,food,14732.0
1026312,2021-11-28,2,70.0,food,14802.0
1058530,2021-11-28,0,4.0,food,14806.0
1082505,2021-11-28,0,35.0,food,14841.0
1101345,2021-11-28,3,47.0,food,14888.0
1109630,2021-11-28,1,60.0,food,14948.0
1130576,2021-11-28,0,99.0,food,15047.0
1138941,2021-11-28,0,3.0,food,15050.0
1176829,2021-11-28,4,52.0,food,15102.0
1193531,2021-11-28,5,88.0,food,15190.0
1221783,2021-11-28,1,51.0,food,15241.0
1222270,2021-11-28,2,78.0,food,15319.0
1222504,2021-11-28,2,89.0,food,15408.0
1230179,2021-11-28,2,3.0,food,15411.0
1233199,2021-11-28,2,92.0,food,15503.0
1233298,2021-11-28,4,70.0,food,15573.0
1234563,2021-11-28,1,86.0,food,15659.0
1236931,2021-11-28,5,33.0,food,15692.0
1241202,2021-11-28,0,91.0,food,15783.0
1247344,2021-11-28,1,29.0,food,15812.0
1247855,2021-11-28,4,36.0,food,15848.0
1249636,2021-11-28,1,99.0,food,15947.0
1253373,2021-11-28,1,27.0,food,15974.0
1258249,2021-11-28,4,40.0,food,16014.0
1270612,2021-11-28,0,13.0,food,16027.0
1270853,2021-11-28,1,96.0,food,16123.0
1290902,2021-11-28,2,1.0,food,16124.0
1298591,2021-11-28,3,8.0,food,16132.0
1329880,2021-11-28,4,32.0,food,16164.0
1332877,2021-11-28,5,32.0,food,16196.0
1334134,2021-11-28,0,78.0,food,16274.0
1340211,2021-11-28,1,71.0,food,16345.0
1344723,2021-11-28,2,29.0,food,16374.0
1374810,2021-11-28,1,24.0,food,16398.0
1393979,2021-11-28,2,52.0,food,16450.0
1411657,2021-11-28,3,62.0,food,16512.0
1420643,2021-11-28,4,16.0,food,16528.0
1431247,2021-11-28,5,11.0,food,16539.0
1442961,2021-11-28,1,95.0,food,16634.0
1459025,2021-11-28,5,55.0,food,16689.0
1465100,2021-11-28,0,73.0,food,16762.0
1479176,2021-11-28,4,3.0,food,16765.0
1495775,2021-11-28,4,40.0,food,16805.0
1496230,2021-11-28,5,94.0,food,16899.0
1501882,2021-11-28,3,15.0,food,16914.0
1525009,2021-11-28,3,41.0,food,16955.0
1556019,2021-11-28,4,43.0,food,16998.0
1557891,2021-11-28,3,21.0,food,17019.0
1559640,2021-11-28,3,54.0,food,17073.0
1582720,2021-11-28,4,39.0,food,17112.0
1588418,2021-11-28,5,79.0,food,17191.0
1588468,2021-11-28,4,91.0,food,17282.0
1595324,2021-11-28,5,68.0,food,17350.0
1605890,2021-11-28,1,95.0,food,17445.0
1608078,2021-11-28,4,92.0,food,17537.0
1613704,2021-11-28,0,61.0,food,17598.0
1633563,2021-11-28,5,97.0,food,17695.0
1635865,2021-11-28,4,79.0,food,17774.0
1661809,2021-11-28,5,20.0,food,17794.0
1665943,2021-11-28,5,28.0,food,17822.0
1704714,2021-11-28,4,46.0,food,17868.0
1713877,2021-11-28,1,86.0,food,17954.0
1724792,2021-11-28,4,67.0,food,18021.0
1725782,2021-11-28,1,60.0,food,18081.0
1753174,2021-11-28,1,58.0,food,18139.0
1764652,2021-11-28,0,43.0,food,18182.0
1774118,2021-11-28,3,73.0,food,18255.0
1851640,2021-11-28,0,87.0,food,18342.0
1855325,2021-11-28,4,91.0,food,18433.0
1869894,2021-11-28,0,10.0,food,18443.0
1878668,2021-11-28,3,9.0,food,18452.0
1908227,2021-11-28,3,72.0,food,18524.0
1913317,2021-11-28,3,36.0,food,18560.0
1918443,2021-11-28,4,61.0,food,18621.0
1921734,2021-11-28,5,81.0,food,18702.0
1922298,2021-11-28,1,36.0,food,18738.0
1929284,2021-11-28,3,52.0,food,18790.0
1932017,2021-11-28,0,47.0,food,18837.0
1951609,2021-11-28,0,64.0,food,18901.0
1956322,2021-11-28,0,96.0,food,18997.0
1970387,2021-11-28,3,50.0,food,19047.0
1986708,2021-11-28,4,50.0,food,19097.0
1990032,2021-11-28,3,28.0,food,19125.0
1990546,2021-11-28,0,90.0,food,19215.0
1993604,2021-11-28,1,88.0,food,19303.0
2000818,2021-11-28,1,91.0,food,19394.0
2021861,2021-11-28,5,22.0,food,19416.0
2046987,2021-11-28,0,67.0,food,19483.0
2049918,2021-11-28,3,64.0,food,19547.0
2063980,2021-11-28,0,33.0,food,19580.0
2079501,2021-11-28,2,86.0,food,19666.0
2114088,2021-11-28,4,46.0,food,19712.0
2134167,2021-11-28,3,33.0,food,19745.0
2154445,2021-11-28,1,55.0,food,19800.0
2157166,2021-11-28,1,80.0,food,19880.0
2157379,2021-11-28,1,91.0,food,19971.0
2159364,2021-11-28,1,96.0,food,20067.0
2173852,2021-11-28,1,77.0,food,20144.0
2179915,2021-11-28,1,14.0,food,20158.0
2192892,2021-11-28,1,45.0,food,20203.0
2219809,2021-11-28,5,33.0,food,20236.0
2223197,2021-11-28,4,6.0,food,20242.0
2235760,2021-11-28,4,58.0,food,20300.0
2235983,2021-11-28,4,47.0,food,20347.0
2262262,2021-11-28,0,18.0,food,20365.0
2282948,2021-11-28,4,51.0,food,20416.0
2308826,2021-11-28,4,76.0,food,20492.0
2311795,2021-11-28,0,83.0,food,20575.0
2349015,2021-11-28,2,90.0,food,20665.0
2383387,2021-11-28,4,30.0,food,20695.0
2411639,2021-11-28,5,28.0,food,20723.0
2419741,2021-11-28,2,45.0,food,20768.0
2439349,2021-11-28,2,2.0,food,20770.0
2451288,2021-11-28,3,4.0,food,20774.0
2451362,2021-11-28,3,53.0,food,20827.0
2464912,2021-11-28,2,55.0,food,20882.0
2489937,2021-11-28,0,39.0,food,20921.0
11219,2021-12-01,1,34.0,food,20955.0
45520,2021-12-01,3,54.0,food,21009.0
60163,2021-12-01,0,34.0,food,21043.0
63257,2021-12-01,3,85.0,food,21128.0
68565,2021-12-01,5,56.0,food,21184.0
74501,2021-12-01,1,95.0,food,21279.0
76021,2021-12-01,5,90.0,food,21369.0
81334,2021-12-01,1,61.0,food,21430.0
83956,2021-12-01,3,4.0,food,21434.0
87958,2021-12-01,1,54.0,food,21488.0
94357,2021-12-01,4,71.0,food,21559.0
123647,2021-12-01,4,18.0,food,21577.0
144164,2021-12-01,0,56.0,food,21633.0
164417,2021-12-01,4,22.0,food,21655.0
191059,2021-12-01,2,52.0,food,21707.0
197512,2021-12-01,2,41.0,food,21748.0
263083,2021-12-01,1,89.0,food,21837.0
263523,2021-12-01,4,90.0,food,21927.0
290651,2021-12-01,4,90.0,food,22017.0
314309,2021-12-01,5,12.0,food,22029.0
323138,2021-12-01,0,46.0,food,22075.0
336486,2021-12-01,0,30.0,food,22105.0
345591,2021-12-01,4,18.0,food,22123.0
351384,2021-12-01,4,56.0,food,22179.0
353781,2021-12-01,1,2.0,food,22181.0
358328,2021-12-01,1,16.0,food,22197.0
366740,2021-12-01,4,70.0,food,22267.0
370322,2021-12-01,4,17.0,food,22284.0
385950,2021-12-01,3,47.0,food,22331.0
398842,2021-12-01,0,7.0,food,22338.0
433747,2021-12-01,5,45.0,food,22383.0
470973,2021-12-01,4,18.0,food,22401.0
480842,2021-12-01,4,30.0,food,22431.0
509429,2021-12-01,3,41.0,food,22472.0
545991,2021-12-01,1,20.0,food,22492.0
557492,2021-12-01,4,64.0,food,22556.0
578296,2021-12-01,0,50.0,food,22606.0
592352,2021-12-01,4,80.0,food,22686.0
613423,2021-12-01,3,15.0,food,22701.0
626173,2021-12-01,4,41.0,food,22742.0
629777,2021-12-01,1,77.0,food,22819.0
645288,2021-12-01,1,85.0,food,22904.0
651075,2021-12-01,3,68.0,food,22972.0
657789,2021-12-01,0,32.0,food,23004.0
659977,2021-12-01,4,82.0,food,23086.0
664098,2021-12-01,3,46.0,food,23132.0
668452,2021-12-01,0,32.0,food,23164.0
679309,2021-12-01,5,72.0,food,23236.0
680114,2021-12-01,0,7.0,food,23243.0
732132,2021-12-01,3,23.0,food,23266.0
733443,2021-12-01,0,43.0,food,23309.0
739184,2021-12-01,3,45.0,food,23354.0
750931,2021-12-01,4,14.0,food,23368.0
759699,2021-12-01,3,65.0,food,23433.0
779047,2021-12-01,1,47.0,food,23480.0
794773,2021-12-01,1,46.0,food,23526.0
811763,2021-12-01,3,44.0,food,23570.0
819693,2021-12-01,2,23.0,food,23593.0
821424,2021-12-01,2,81.0,food,23674.0
871994,2021-12-01,3,17.0,food,23691.0
874554,2021-12-01,3,85.0,food,23776.0
876305,2021-12-01,5,81.0,food,23857.0
896679,2021-12-01,5,5.0,food,23862.0
896990,2021-12-01,5,78.0,food,23940.0
898066,2021-12-01,5,91.0,food,24031.0
908468,2021-12-01,2,2.0,food,24033.0
909108,2021-12-01,3,94.0,food,24127.0
922929,2021-12-01,3,12.0,food,24139.0
924975,2021-12-01,5,23.0,food,24162.0
941833,2021-12-01,4,9.0,food,24171.0
949057,2021-12-01,1,55.0,food,24226.0
952068,2021-12-01,4,99.0,food,24325.0
966767,2021-12-01,2,14.0,food,24339.0
977215,2021-12-01,1,57.0,food,24396.0
991537,2021-12-01,5,69.0,food,24465.0
992661,2021-12-01,1,24.0,food,24489.0
1008676,2021-12-01,0,88.0,food,24577.0
1010918,2021-12-01,0,42.0,food,24619.0
1019289,2021-12-01,0,51.0,food,24670.0
1026418,2021-12-01,5,86.0,food,24756.0
1064493,2021-12-01,5,42.0,food,24798.0
1074089,2021-12-01,0,96.0,food,24894.0
1076629,2021-12-01,5,18.0,food,24912.0
1077183,2021-12-01,3,76.0,food,24988.0
1096192,2021-12-01,1,90.0,food,25078.0
1100403,2021-12-01,4,11.0,food,25089.0
1103615,2021-12-01,4,35.0,food,25124.0
1104382,2021-12-01,4,38.0,food,25162.0
1115691,2021-12-01,1,30.0,food,25192.0
1122097,2021-12-01,2,27.0,food,25219.0
1143571,2021-12-01,3,69.0,food,25288.0
1146866,2021-12-01,5,40.0,food,25328.0
1154865,2021-12-01,4,31.0,food,25359.0
1159144,2021-12-01,2,35.0,food,25394.0
1167035,2021-12-01,5,12.0,food,25406.0
1180636,2021-12-01,0,41.0,food,25447.0
1214078,2021-12-01,5,74.0,food,25521.0
1230806,2021-12-01,5,48.0,food,25569.0
1246893,2021-12-01,4,40.0,food,25609.0
1251083,2021-12-01,1,77.0,food,25686.0
1253556,2021-12-01,0,30.0,food,25716.0
1258985,2021-12-01,2,74.0,food,25790.0
1263213,2021-12-01,4,46.0,food,25836.0
1269758,2021-12-01,4,75.0,food,25911.0
1273984,2021-12-01,0,71.0,food,25982.0
1287687,2021-12-01,4,98.0,food,26080.0
1289229,2021-12-01,4,15.0,food,26095.0
1289593,2021-12-01,3,7.0,food,26102.0
1292162,2021-12-01,4,36.0,food,26138.0
1293212,2021-12-01,3,84.0,food,26222.0
1304868,2021-12-01,2,12.0,food,26234.0
1314495,2021-12-01,2,38.0,food,26272.0
1325387,2021-12-01,1,15.0,food,26287.0
1332716,2021-12-01,4,2.0,food,26289.0
1333450,2021-12-01,4,29.0,food,26318.0
1334908,2021-12-01,2,62.0,food,26380.0
1351831,2021-12-01,4,38.0,food,26418.0
1354788,2021-12-01,4,12.0,food,26430.0
1356238,2021-12-01,2,91.0,food,26521.0
1370543,2021-12-01,5,95.0,food,26616.0
1386724,2021-12-01,2,2.0,food,26618.0
1400432,2021-12-01,2,67.0,food,26685.0
1403669,2021-12-01,3,81.0,food,26766.0
1416051,2021-12-01,0,50.0,food,26816.0
1423264,2021-12-01,1,6.0,food,26822.0
1430810,2021-12-01,3,38.0,food,26860.0
1443504,2021-12-01,1,33.0,food,26893.0
1449321,2021-12-01,3,74.0,food,26967.0
1450876,2021-12-01,5,6.0,food,26973.0
1470945,2021-12-01,3,61.0,food,27034.0
1473653,2021-12-01,2,33.0,food,27067.0
1474957,2021-12-01,2,38.0,food,27105.0
1480516,2021-12-01,2,74.0,food,27179.0
1481746,2021-12-01,4,33.0,food,27212.0
1482012,2021-12-01,4,96.0,food,27308.0
1500293,2021-12-01,3,13.0,food,27321.0
1512455,2021-12-01,4,33.0,food,27354.0
1512820,2021-12-01,3,1.0,food,27355.0
1541114,2021-12-01,0,72.0,food,27427.0
1542029,2021-12-01,1,88.0,food,27515.0
1542185,2021-12-01,0,86.0,food,27601.0
1552512,2021-12-01,1,18.0,food,27619.0
1595244,2021-12-01,5,2.0,food,27621.0
1601770,2021-12-01,1,28.0,food,27649.0
1604399,2021-12-01,0,11.0,food,27660.0
1610800,2021-12-01,1,46.0,food,27706.0
1611469,2021-12-01,2,62.0,food,27768.0
1624439,2021-12-01,5,74.0,food,27842.0
1625477,2021-12-01,0,5.0,food,27847.0
1658594,2021-12-01,4,97.0,food,27944.0
1671244,2021-12-01,2,37.0,food,27981.0
1693469,2021-12-01,0,71.0,food,28052.0
1694705,2021-12-01,0,42.0,food,28094.0
1698127,2021-12-01,0,48.0,food,28142.0
1705973,2021-12-01,4,59.0,food,28201.0
1724930,2021-12-01,1,41.0,food,28242.0
1751155,2021-12-01,0,48.0,food,28290.0
1754186,2021-12-01,3,87.0,food,28377.0
1757006,2021-12-01,3,65.0,food,28442.0
1758364,2021-12-01,2,99.0,food,28541.0
1773652,2021-12-01,2,89.0,food,28630.0
1779146,2021-12-01,4,94.0,food,28724.0
1781606,2021-12-01,1,55.0,food,28779.0
1796507,2021-12-01,3,85.0,food,28864.0
1801964,2021-12-01,4,93.0,food,28957.0
1810489,2021-12-01,3,96.0,food,29053.0
